iter	Passed	Remaining
965	255	273
966	256	273
967	256	273
968	256	273
969	256	272
970	257	272
971	257	272
972	257	272
973	257	271
974	258	271
975	258	271
976	258	270
977	258	270
978	259	270
979	259	270
980	259	269
981	260	269
982	260	269
983	260	268
984	260	268
985	261	268
986	261	268
987	261	267
988	261	267
989	261	267
990	262	267
991	262	266
992	262	266
993	263	266
994	263	265
995	263	265
996	263	265
997	264	265
998	264	264
999	264	264
1000	264	264
1001	265	264
1002	265	263
1003	265	263
1004	265	263
1005	266	262
1006	266	262
1007	266	262
1008	266	262
1009	267	261
1010	267	261
1011	267	261
1012	267	261
1013	268	260
1014	268	260
1015	268	260
1016	268	259
1017	269	259
1018	269	259
1019	269	259
1020	269	258
1021	270	258
1022	270	258
1023	270	258
1024	271	257
1025	271	257
1026	271	257
1027	271	257
1028	272	256
1029	272	256
1030	272	256
1031	272	255
1032	273	255
1033	273	255
1034	273	255
1035	273	254
1036	274	254
1037	274	254
1038	274	253
1039	274	253
1040	275	253
1041	275	253
1042	275	252
1043	275	252
1044	276	252
1045	276	252
1046	276	251
1047	276	251
1048	277	251
1049	277	250
1050	277	250
1051	277	250
1052	278	250
1053	278	249
1054	278	249
1055	278	249
1056	278	248
1057	279	248
1058	279	248
1059	279	248
1060	279	247
1061	280	247
1062	280	247
1063	280	246
1064	280	246
1065	281	246
1066	281	246
1067	281	245
1068	281	245
1069	282	245
1070	282	245
1071	282	244
1072	283	244
1073	283	244
1074	283	243
1075	283	243
1076	284	243
1077	284	243
1078	284	242
1079	284	242
1080	285	242
1081	285	242
1082	285	241
1083	285	241
1084	286	241
1085	286	240
1086	286	240
1087	286	240
1088	287	240
1089	287	239
1090	287	239
1091	287	239
1092	288	239
1093	288	238
1094	288	238
1095	288	238
1096	289	237
1097	289	237
1098	289	237
1099	289	237
1100	290	236
1101	290	236
1102	290	236
1103	290	235
1104	291	235
1105	291	235
1106	291	235
1107	291	234
1108	291	234
1109	292	234
1110	292	234
1111	292	233
1112	292	233
1113	293	233
1114	293	232
1115	293	232
1116	293	232
1117	294	232
1118	294	231
1119	294	231
1120	295	231
1121	295	231
1122	295	230
1123	295	230
1124	295	230
1125	296	229
1126	296	229
1127	296	229
1128	296	229
1129	297	228
1130	297	228
1131	297	228
1132	297	227
1133	298	227
1134	298	227
1135	298	227
1136	298	226
1137	299	226
1138	299	226
1139	299	226
1140	299	225
1141	300	225
1142	300	225
1143	300	224
1144	300	224
1145	301	224
1146	301	224
1147	301	223
1148	301	223
1149	302	223
1150	302	223
1151	302	222
1152	302	222
1153	303	222
1154	303	221
1155	303	221
1156	303	221
1157	304	221
1158	304	220
1159	304	220
1160	304	220
1161	305	219
1162	305	219
1163	305	219
1164	305	219
1165	305	218
1166	306	218
1167	306	218
1168	306	218
1169	306	217
1170	307	217
1171	307	217
1172	307	216
1173	307	216
1174	308	216
1175	308	216
1176	308	215
1177	308	215
1178	309	215
1179	309	214
1180	309	214
1181	309	214
1182	310	214
1183	310	213
1184	310	213
1185	310	213
1186	311	213
1187	311	212
1188	311	212
1189	311	212
1190	312	211
1191	312	211
1192	312	211
1193	312	211
1194	313	210
1195	313	210
1196	313	210
1197	313	210
1198	314	209
1199	314	209
1200	314	209
1201	314	209
1202	315	208
1203	315	208
1204	315	208
1205	315	207
1206	316	207
1207	316	207
1208	316	207
1209	316	206
1210	317	206
1211	317	206
1212	317	206
1213	317	205
1214	318	205
1215	318	205
1216	318	204
1217	318	204
1218	319	204
1219	319	204
1220	319	203
1221	319	203
1222	320	203
1223	320	203
1224	320	202
1225	320	202
1226	321	202
1227	321	201
1228	321	201
1229	321	201
1230	321	201
1231	322	200
1232	322	200
1233	322	200
1234	322	200
1235	323	199
1236	323	199
1237	323	199
1238	323	198
1239	324	198
1240	324	198
1241	324	198
1242	325	197
1243	325	197
1244	325	197
1245	325	197
1246	326	196
1247	326	196
1248	326	196
1249	326	196
1250	327	195
1251	327	195
1252	327	195
1253	327	195
1254	328	194
1255	328	194
1256	328	194
1257	328	193
1258	329	193
1259	329	193
1260	329	193
1261	329	192
1262	330	192
1263	330	192
1264	330	192
1265	330	191
1266	331	191
1267	331	191
1268	331	190
1269	331	190
1270	332	190
1271	332	190
1272	332	189
1273	332	189
1274	333	189
1275	333	189
1276	333	188
1277	333	188
1278	334	188
1279	334	188
1280	334	187
1281	334	187
1282	335	187
1283	335	187
1284	335	186
1285	335	186
1286	336	186
1287	336	185
1288	336	185
1289	336	185
1290	337	185
1291	337	184
1292	337	184
1293	337	184
1294	338	184
1295	338	183
1296	338	183
1297	338	183
1298	339	183
1299	339	182
1300	339	182
1301	339	182
1302	340	181
1303	340	181
1304	340	181
1305	340	181
1306	341	180
1307	341	180
1308	341	180
1309	341	180
1310	342	179
1311	342	179
1312	342	179
1313	342	179
1314	343	178
1315	343	178
1316	343	178
1317	343	177
1318	344	177
1319	344	177
1320	344	177
1321	344	176
1322	345	176
1323	345	176
1324	345	176
1325	345	175
1326	346	175
1327	346	175
1328	346	174
1329	346	174
1330	347	174
1331	347	174
1332	347	173
1333	347	173
1334	348	173
1335	348	173
1336	348	172
1337	348	172
1338	349	172
1339	349	172
1340	349	171
1341	349	171
1342	350	171
1343	350	171
1344	350	170
1345	351	170
1346	351	170
1347	351	170
1348	351	169
1349	352	169
1350	352	169
1351	352	169
1352	352	168
1353	353	168
1354	353	168
1355	353	167
1356	353	167
1357	354	167
1358	354	167
1359	354	166
1360	354	166
1361	355	166
1362	355	166
1363	355	165
1364	355	165
1365	356	165
1366	356	165
1367	356	164
1368	356	164
1369	357	164
1370	357	163
1371	357	163
1372	357	163
1373	358	163
1374	358	162
1375	358	162
1376	358	162
1377	359	162
1378	359	161
1379	359	161
1380	359	161
1381	360	160
1382	360	160
1383	360	160
1384	360	160
1385	361	159
1386	361	159
1387	361	159
1388	361	159
1389	362	158
1390	362	158
1391	362	158
1392	362	158
1393	363	157
1394	363	157
1395	363	157
1396	363	157
1397	364	156
1398	364	156
1399	364	156
1400	364	155
1401	364	155
1402	365	155
1403	365	155
1404	365	154
1405	365	154
1406	366	154
1407	366	154
1408	366	153
1409	366	153
1410	367	153
1411	367	152
1412	367	152
1413	367	152
1414	368	152
1415	368	151
1416	368	151
1417	368	151
1418	369	151
1419	369	150
1420	369	150
1421	369	150
1422	370	150
1423	370	149
1424	370	149
1425	370	149
1426	371	148
1427	371	148
1428	371	148
1429	371	148
1430	372	147
1431	372	147
1432	372	147
1433	372	147
1434	372	146
1435	373	146
1436	373	146
1437	373	146
1438	373	145
1439	374	145
1440	374	145
1441	374	144
1442	374	144
1443	375	144
1444	375	144
1445	375	143
1446	375	143
1447	376	143
1448	376	143
1449	376	142
1450	376	142
1451	377	142
1452	377	142
1453	377	141
1454	377	141
1455	378	141
1456	378	141
1457	378	140
1458	378	140
1459	379	140
1460	379	139
1461	379	139
1462	379	139
1463	380	139
1464	380	138
1465	380	138
1466	380	138
1467	381	138
1468	381	137
1469	381	137
1470	381	137
1471	382	137
1472	382	136
1473	382	136
1474	382	136
1475	383	136
1476	383	135
1477	383	135
1478	383	135
1479	384	134
1480	384	134
1481	384	134
1482	384	134
1483	385	133
1484	385	133
1485	385	133
1486	385	133
1487	386	132
1488	386	132
1489	386	132
1490	386	132
1491	387	131
1492	387	131
1493	387	131
1494	387	130
1495	387	130
1496	388	130
1497	388	130
1498	388	129
1499	389	129
1500	389	129
1501	389	129
1502	389	128
1503	390	128
1504	390	128
1505	390	128
1506	390	127
1507	390	127
1508	391	127
1509	391	127
1510	391	126
1511	391	126
1512	392	126
1513	392	125
1514	392	125
1515	392	125
1516	393	125
1517	393	124
1518	393	124
1519	393	124
1520	394	124
1521	394	123
1522	394	123
1523	394	123
1524	395	123
1525	395	122
1526	395	122
1527	395	122
1528	396	121
1529	396	121
1530	396	121
1531	396	121
1532	397	120
1533	397	120
1534	397	120
1535	397	120
1536	397	119
1537	398	119
1538	398	119
1539	398	119
1540	398	118
1541	399	118
1542	399	118
1543	399	118
1544	399	117
1545	400	117
1546	400	117
1547	400	116
1548	400	116
1549	401	116
1550	401	116
1551	401	115
1552	401	115
1553	402	115
1554	402	115
1555	402	114
1556	402	114
1557	403	114
1558	403	114
1559	403	113
1560	404	113
1561	404	113
1562	404	113
1563	404	112
1564	405	112
1565	405	112
1566	405	112
1567	405	111
1568	406	111
1569	406	111
1570	406	111
1571	406	110
1572	407	110
1573	407	110
1574	407	110
1575	407	109
1576	408	109
1577	408	109
1578	408	108
1579	408	108
1580	409	108
1581	409	108
1582	409	107
1583	410	107
1584	410	107
1585	410	107
1586	410	106
1587	411	106
1588	411	106
1589	411	106
1590	411	105
1591	412	105
1592	412	105
1593	412	105
1594	412	104
1595	413	104
1596	413	104
1597	413	104
1598	413	103
1599	413	103
1600	414	103
1601	414	102
1602	414	102
1603	414	102
1604	415	102
1605	415	101
1606	415	101
1607	416	101
1608	416	101
1609	416	100
1610	416	100
1611	417	100
1612	417	100
1613	417	99
1614	417	99
1615	418	99
1616	418	99
1617	418	98
1618	418	98
1619	418	98
1620	419	98
1621	419	97
1622	419	97
1623	420	97
1624	420	97
1625	420	96
1626	420	96
1627	421	96
1628	421	95
1629	421	95
1630	421	95
1631	422	95
1632	422	94
1633	422	94
1634	422	94
1635	423	94
1636	423	93
1637	423	93
1638	423	93
1639	424	93
1640	424	92
1641	424	92
1642	424	92
1643	425	92
1644	425	91
1645	425	91
1646	425	91
1647	426	91
1648	426	90
1649	426	90
1650	426	90
1651	427	89
1652	427	89
1653	427	89
1654	427	89
1655	428	88
1656	428	88
1657	428	88
1658	428	88
1659	429	87
1660	429	87
1661	429	87
1662	429	87
1663	430	86
1664	430	86
1665	430	86
1666	430	86
1667	431	85
1668	431	85
1669	431	85
1670	431	85
1671	432	84
1672	432	84
1673	432	84
1674	432	84
1675	433	83
1676	433	83
1677	433	83
1678	433	82
1679	434	82
1680	434	82
1681	434	82
1682	434	81
1683	435	81
1684	435	81
1685	435	81
1686	435	80
1687	436	80
1688	436	80
1689	436	80
1690	436	79
1691	437	79
1692	437	79
1693	437	79
1694	437	78
1695	438	78
1696	438	78
1697	438	78
1698	438	77
1699	439	77
1700	439	77
1701	439	76
1702	439	76
1703	440	76
1704	440	76
1705	440	75
1706	440	75
1707	441	75
1708	441	75
1709	441	74
1710	441	74
1711	442	74
1712	442	74
1713	442	73
1714	442	73
1715	443	73
1716	443	73
1717	443	72
1718	444	72
1719	444	72
1720	444	72
1721	444	71
1722	445	71
1723	445	71
1724	445	71
1725	445	70
1726	446	70
1727	446	70
1728	446	70
1729	446	69
1730	447	69
1731	447	69
1732	447	68
1733	447	68
1734	448	68
1735	448	68
1736	448	67
1737	448	67
1738	449	67
1739	449	67
1740	449	66
1741	449	66
1742	450	66
1743	450	66
1744	450	65
1745	450	65
1746	451	65
1747	451	65
1748	451	64
1749	452	64
1750	452	64
1751	452	64
1752	452	63
1753	453	63
1754	453	63
1755	453	63
1756	453	62
1757	454	62
1758	454	62
1759	454	61
1760	454	61
1761	455	61
1762	455	61
1763	455	60
1764	455	60
1765	456	60
1766	456	60
1767	456	59
1768	456	59
1769	457	59
1770	457	59
1771	457	58
1772	457	58
1773	458	58
1774	458	58
1775	458	57
1776	458	57
1777	459	57
1778	459	57
1779	459	56
1780	459	56
1781	460	56
1782	460	56
1783	460	55
1784	460	55
1785	461	55
1786	461	54
1787	461	54
1788	461	54
1789	462	54
1790	462	53
1791	462	53
1792	462	53
1793	463	53
1794	463	52
1795	463	52
1796	463	52
1797	464	52
1798	464	51
1799	464	51
1800	465	51
1801	465	51
1802	465	50
1803	465	50
1804	466	50
1805	466	50
1806	466	49
1807	466	49
1808	467	49
1809	467	49
1810	467	48
1811	467	48
1812	468	48
1813	468	48
1814	468	47
1815	468	47
1816	469	47
1817	469	47
1818	469	46
1819	470	46
1820	470	46
1821	470	45
1822	470	45
1823	471	45
1824	471	45
1825	471	44
1826	471	44
1827	472	44
1828	472	44
1829	472	43
1830	472	43
1831	473	43
1832	473	43
1833	473	42
1834	474	42
1835	474	42
1836	474	42
1837	474	41
1838	475	41
1839	475	41
1840	475	41
1841	475	40
1842	476	40
1843	476	40
1844	476	40
1845	476	39
1846	477	39
1847	477	39
1848	477	39
1849	477	38
1850	478	38
1851	478	38
1852	478	37
1853	478	37
1854	479	37
1855	479	37
1856	479	36
1857	480	36
1858	480	36
1859	480	36
1860	480	35
1861	481	35
1862	481	35
1863	481	35
1864	481	34
1865	482	34
1866	482	34
1867	482	34
1868	482	33
1869	483	33
1870	483	33
1871	483	33
1872	484	32
1873	484	32
1874	484	32
1875	485	32
1876	485	31
1877	485	31
1878	485	31
1879	486	31
1880	486	30
1881	486	30
1882	486	30
1883	487	29
1884	487	29
1885	487	29
1886	487	29
1887	488	28
1888	488	28
1889	488	28
1890	488	28
1891	489	27
1892	489	27
1893	489	27
1894	490	27
1895	490	26
1896	490	26
1897	490	26
1898	491	26
1899	491	25
1900	491	25
1901	491	25
1902	492	25
1903	492	24
1904	492	24
1905	492	24
1906	493	24
1907	493	23
1908	493	23
1909	493	23
1910	494	23
1911	494	22
1912	494	22
1913	495	22
1914	495	21
1915	495	21
1916	495	21
1917	496	21
1918	496	20
1919	496	20
1920	496	20
1921	497	20
1922	497	19
1923	497	19
1924	497	19
1925	498	19
1926	498	18
1927	498	18
1928	498	18
1929	499	18
1930	499	17
1931	499	17
1932	499	17
1933	500	17
1934	500	16
1935	500	16
1936	500	16
1937	501	16
1938	501	15
1939	501	15
1940	501	15
1941	502	14
1942	502	14
1943	502	14
1944	502	14
1945	503	13
1946	503	13
1947	503	13
1948	503	13
1949	504	12
1950	504	12
1951	504	12
1952	504	12
1953	505	11
1954	505	11
1955	505	11
1956	505	11
1957	506	10
1958	506	10
1959	506	10
1960	506	10
1961	507	9
1962	507	9
1963	507	9
1964	507	9
1965	508	8
1966	508	8
1967	508	8
1968	508	8
1969	509	7
1970	509	7
1971	509	7
1972	509	6
1973	510	6
1974	510	6
1975	510	6
1976	511	5
1977	511	5
1978	511	5
1979	512	5
1980	512	4
1981	512	4
1982	512	4
1983	513	4
1984	513	3
1985	513	3
1986	514	3
1987	514	3
1988	514	2
1989	515	2
1990	515	2
1991	515	2
1992	515	1
1993	516	1
1994	516	1
1995	516	1
1996	516	0
1997	517	0
1998	517	0
1999	517	0
